"title","audience_score","genre","studio","runtime","mpaa_rating","rel_year","rel_month","rel_day","critics_rating","critics_score","rt_num_votes","imdb_num_votes","imdb_avg_score","budget","best_dir_win","best_actor_win","director","actor1","actor2","actor3","actor4","actor5"
"The Bucket List",77,"Action & Adventure","Warner Bros",97,"PG-13",2007,12,25,"Rotten",41,271579,226825,7.4,4.5e+07,0,1,"Rob Reiner","Jack Nicholson"," Morgan Freeman"," Sean Hayes"," Beverly Todd"," Alfonso Freeman"
"Drunk Parents",16,"Comedy","Vertical Entertainment",97,"R",2019,4,19,"Rotten",0,263,5515,3.9,NA,0,0,"","Alec Baldwin"," Salma Hayek"," Jim Gaffigan"," Ben Platt"," Michelle Veintimilla"
"The Music Never Stopped",81,"Drama","Roadside Attractions",105,"PG",2011,3,18,"Fresh",67,2502,7718,7.5,4e+06,0,0,"Jim Kohlberg","J.K. Simmons"," Cara Seymour"," Lou Taylor Pucci"," Scott Adsit"," James Urbaniak"
"Viva",39,"Art House & International","Other",120,"R",2007,1,30,"Fresh",62,345,1048,6,NA,0,0,"Anna Biller","Anna Biller"," Jared Sanford"," Bridget Ann Brno"," Bridget Brno"," Chad England"
"End of Watch",86,"Drama","Open Road Films",109,"R",2012,9,21,"Certified-Fresh",85,85487,224496,7.6,7e+06,0,0,"David Ayer","Jake Gyllenhaal"," Michael Peña"," Anna Kendrick"," America Ferrera"," Frank Grillo"
"Jewtopia",26,"Comedy","Other",90,"NR",2013,9,20,"Rotten",18,329,1463,4.4,NA,0,0,"Bryan Fogel","Ivan Sergei"," Joel David Moore"," Jennifer Love Hewitt"," Jamie-Lynn Sigler"," Austin Abrams"
"Lift",70,"Drama","Other",85,"R",2001,1,20,"Rotten",50,663,361,6.2,NA,0,0,"Khari Streeter","Kerry Washington"," Lonette McKee"," Eugene Byrd"," Todd Williams"," Samantha Brown"
"The Situation",58,"Drama","Other",106,"R",2006,10,18,"Rotten",35,2381,802,6.3,1e+06,0,0,"Philip Haas","Connie Nielsen"," Damian Lewis"," Mido Hamada"," Driss Roukhe"," John Stattery"
"Rainbow Time",48,"Comedy","Other",91,"NR",2016,11,4,"Fresh",67,67,556,5.9,NA,0,0,"Linas Phillips","Melanie Lynskey"," Linas Phillips"," Timm Sharp"," Jay Duplass"," Tobin Bell"
"Like Father, Like Son",89,"Drama","IFC Films",120,"NR",2014,1,17,"Certified-Fresh",87,7859,682,6.2,NA,0,0,"Hirokazu Koreeda","Masaharu Fukuyama"," Machiko Ono"," Yoko Maki"," Lily Franky"," Keita Ninomiya"
"The Intern",73,"Comedy","Warner Bros",121,"PG-13",2015,9,25,"Fresh",60,45185,572,4.6,NA,0,0,"Nancy Meyers","Anne Hathaway"," Robert De Niro"," Rene Russo"," Adam DeVine"," Andrew Rannells"
"Wheelman",66,"Action & Adventure","Netflix",82,"NR",2017,10,20,"Fresh",88,786,16844,6.4,NA,0,0,"Jeremy Rush","Frank Grillo"," Caitlin Carmichael"," Garret Dillahunt"," Shea Whigham"," Wendy Moniz"
"Bad Company",31,"Drama","Buena Vista Pictures",108,"R",1995,1,20,"Rotten",27,5713,3578,7,NA,0,0,"Damian Harris","Ellen Barkin"," Susan Wooldridge"," Laurence Fishburne"," Jonny Lee Miller"," Ken Stott"
"New Port South",53,"Drama","Touchstone Pictures",97,"PG-13",1999,12,31,"Rotten",0,589,509,4.9,NA,0,0,"Kyle Cooper","Todd Field"," Will Estes"," Melissa George"," Raymond J. Barry"," Gabriel Mann"
"Runoff",79,"Drama","Monterey Media",90,"R",2015,6,26,"Fresh",83,248,329,5.8,NA,0,0,"Kimberly Levin","Joanne Kelly"," Tom Bower"," Alex Shaffer"," Rashel Bestard"," Darlene Hunt"
"10 Things I Hate About You",69,"Comedy","Buena Vista Pictures",97,"PG-13",1999,3,31,"Fresh",69,32104911,289989,7.3,3e+07,0,0,"Gil Junger","Larisa Oleynik"," Julia Stiles"," Heath Ledger"," Andrew Keegan"," Joseph Gordon-Levitt"
"The Sorcerer's Apprentice",53,"Action & Adventure","Walt Disney Studios",108,"PG",2010,7,14,"Rotten",40,142532,150831,6.1,1.5e+08,0,1,"Jon Turtletaub","Nicolas Cage"," Jay Baruchel"," Alfred Molina"," Teresa Palmer"," Toby Kebbell"
"The Manson Family",50,"Documentary","Other",95,"R",2004,10,22,"Fresh",69,7504,3020,5.5,NA,0,0,"Jim Van Bebber","Marcelo Games"," Marc Pitman"," Leslie Orr"," Maureen Allisse"," Marueen Allisse"
"Jersey Boys",62,"Musical & Performing Arts","Warner Bros",132,"R",2014,6,20,"Rotten",51,25505,32397,6.8,4e+07,1,0,"Clint Eastwood","Christopher Walken"," John Lloyd Young"," Vincent Piazza"," Erich Bergen"," Michael Lomenda"
"Bowfinger",61,"Comedy","Universal Pictures",97,"PG-13",1999,8,13,"Certified-Fresh",81,74181,65364,6.4,5.5e+07,0,0,"Frank Oz","Steve Martin"," Eddie Murphy"," Heather Graham"," Christine Baranski"," Terence Stamp"
"Love & Mercy",85,"Drama","Roadside Attractions",120,"PG-13",2015,6,5,"Certified-Fresh",89,19930,35291,7.4,1e+07,0,0,"Bill Pohlad","Paul Dano"," Elizabeth Banks"," Brett Davern"," Graham Rogers"," John Cusack"
"Imaginary Crimes",63,"Drama","Warner Bros",104,"PG",1994,10,14,"Fresh",60,944,1378,6.4,NA,0,0,"Anthony Drazan","Harvey Keitel"," Fairuza Balk"," Kelly Lynch"," Vincent D'Onofrio"," Elisabeth Moss"
"Horse Girl",48,"Comedy","Netflix",104,"R",2020,2,7,"Fresh",70,433,12715,5.9,NA,0,0,"Jeff Baena","Alison Brie"," Debby Ryan"," John Reynolds"," Molly Shannon"," John Ortiz"
"Fireproof",82,"Drama","Other",122,"PG",2008,9,26,"Rotten",38,39765,20939,6.5,5e+05,0,0,"Alex Kendrick","Kirk Cameron"," Erin Bethea"," Ken Bevel"," Harris Malcolm"," Jason McLeod"
"Sordid Lives",85,"Comedy","Other",111,"R",2000,1,1,"Rotten",37,3425,2834,6.8,NA,0,0,"Del Shores","Olivia Newton-John"," Beau Bridges"," Delta Burke"," Bonnie Bedelia"," Earl Houston Bullock"
"Anna Karenina",66,"Drama","Warner Bros",108,"PG-13",1997,4,4,"Rotten",26,3468,4843,7,1152000,0,0,"Bernard Rose","Sophie Marceau"," Sean Bean"," Alfred Molina"," Mia Kirshner"," James Fox"
"Telling Lies in America",45,"Comedy","Other",101,"PG-13",1997,10,17,"Fresh",61,1766,2079,6.2,4e+06,0,0,"Guy Ferland","Kevin Bacon"," Brad Renfro"," Maximilian Schell"," Calista Flockhart"," Paul Dooley"
"Falling Overnight",64,"Comedy","Independent Pictures",88,"NR",2012,7,27,"Rotten",40,358,998,6.7,50000,0,0,"Conrad Jackson","Parker Croft"," Emilia Ares"," Barak Hardley"," Millie Zinner"," Jake Olson"
"Pacific Heights",46,"Drama","20th Century Fox",103,"R",1990,9,28,"Rotten",50,8889,17539,6.4,1.8e+07,1,0,"John Schlesinger","Michael Keaton"," Melanie Griffith"," Matthew Modine"," Mako"," Nobu McCarthy"
"The Muse",34,"Comedy","Other",97,"PG-13",1999,8,1,"Rotten",53,6705,10325,5.7,1.5e+07,0,0,"Albert Brooks","Albert Brooks"," Sharon Stone"," Andie MacDowell"," Jeff Bridges"," Mark Feuerstein"
"The Good Life",53,"Art House & International","Warner Bros",90,"R",2007,1,18,"Rotten",20,1970,270,4.5,NA,0,0,"Steve Berra","Mark Webber"," Zooey Deschanel"," Harry Dean Stanton"," Drea de Matteo"," Patrick Fugit"
"Margot at the Wedding",40,"Art House & International","Paramount Pictures",91,"R",2007,11,21,"Rotten",52,22025,19264,6,1e+07,0,1,"Noah Baumbach","Nicole Kidman"," Jennifer Jason Leigh"," Jack Black"," John Turturro"," Flora Cross"
"Julien Donkey-Boy",71,"Drama","Other",101,"R",1999,10,15,"Rotten",28,6118,6622,6.9,NA,0,0,"Harmony Korine","Ewen Bremner"," Chloë Sevigny"," Werner Herzog"," Evan Neumann"," Joyce Korine"
"It Had to Be You",41,"Comedy","Other",85,"R",2016,10,21,"Fresh",60,148,620,6.6,NA,0,0,"Sasha Gordon","Cristin Milioti"," Dan Soder"," Halley Feiffer"," Mark Gessner"," Kate Simses"
"Fallen",66,"Action & Adventure","Other",87,"PG-13",2017,9,8,"Rotten",7,1962,73386,7,NA,0,0,"Scott Hicks","Addison Timlin"," Jeremy Irvine"," Daisy Head"," Joely Richardson"," Lola Kirke"
"Too Much Sun",31,"Comedy","Sony Pictures",110,"R",1991,6,1,"Rotten",17,220,382,3.9,NA,0,0,"Robert Downey Sr.","Eric Idle"," Andrea Martin"," Robert Downey Jr."," Jim Haynie"," Laura Ernst"
"Leatherface",24,"Horror","Lionsgate Entertainment",90,"R",2017,10,20,"Rotten",30,3129,18818,5,NA,0,0,"Julien Maury","Stephen Dorff"," Lili Taylor"," Sam Strike"," Sam Coleman"," Vanessa Grasse"
"The Bubble",84,"Art House & International","Strand Releasing",118,"NR",2007,9,7,"Rotten",54,4672,268,5.6,NA,0,0,"Eytan Fox","Ohad Knoller"," Yousef 'Joe' Sweid"," Daniela Virtzer"," Daniela Wircer"," Alon Friedman"
"Zathura: A Space Adventure",51,"Action & Adventure","Sony Pictures",101,"PG",2005,11,11,"Certified-Fresh",76,281232,90965,6.2,6.5e+07,0,0,"Jon Favreau","Jonah Bobo"," Josh Hutcherson"," Dax Shepard"," Kristen Stewart"," Tim Robbins"
"Disappearances",44,"Action & Adventure","Other",118,"PG-13",2007,5,11,"Rotten",52,27280,568,5,1500000,0,0,"Jay Craven","Kris Kristofferson"," Charlie McDermott"," Geneviève Bujold"," Gary Farmer"," William Sanderson"
"Honeymoon",44,"Drama","Other",88,"R",2014,9,12,"Certified-Fresh",75,5887,378,6,NA,0,0,"Leigh Janiak","Rose Leslie"," Harry Treadaway"," Ben Huber"," Hanna Brown"," Josh Mulvaney"
"Blue Valentine",77,"Drama","Other",120,"R",2010,12,29,"Certified-Fresh",87,59213,180772,7.4,1e+06,0,0,"Andrij Parekh","Ryan Gosling"," Michelle Williams"," Faith Wladyka"," John Doman"," Mike Vogel"
"The Dog Lover",52,"Drama","Other",102,"PG",2016,7,8,"Rotten",20,134,675,5.5,2e+06,0,0,"Alex Ranarivelo","James Remar"," Lea Thompson"," Jayson Blair"," Allison Paige"," Sherry Stringfield"
"Dead Silence",51,"Horror","Universal Pictures",89,"R",2007,3,16,"Rotten",20,219506,83440,6.2,2e+07,0,0,"James Wan","Ryan Kwanten"," Amber Valletta"," Donnie Wahlberg"," Michael Fairman"," Joan Heney"
"Gun Shy",36,"Comedy","Other",102,"R",2000,2,4,"Rotten",26,5291,6841,5.7,1.4e+07,0,0,"Eric Blakeney","Liam Neeson"," Oliver Platt"," Sandra Bullock"," José Zúñiga"," Mitch Pileggi"
"Dark House",23,"Drama","Other",103,"R",2014,3,14,"Rotten",9,231,2113,4.9,NA,0,0,"Victor Salva","Luke Kleintank"," Anthony Rey Perez"," Alex McKenna"," Zack Ward"," Lacey Anzelc (II)"
"I.Q.",47,"Comedy","Paramount Pictures",95,"PG",1994,12,25,"Rotten",44,30149,23273,6.2,2.5e+07,0,0,"Fred Schepisi","Tim Robbins"," Meg Ryan"," Walter Matthau"," Lou Jacobi"," Gene Saks"
"Redwood Highway",52,"Drama","Monterey Media",90,"PG-13",2014,4,18,"Fresh",80,283,434,6.4,NA,0,0,"Gary Lundgren","Shirley Knight"," Tom Skerritt"," James Le Gros"," Zena Grey"," Michelle Lombardo"
"Home Sweet Hell",26,"Comedy","Vertical Entertainment",98,"R",2015,3,13,"Rotten",5,3652,14012,5.4,3e+06,0,0,"Anthony Burns","Patrick Wilson"," Katherine Heigl"," Jordana Brewster"," Kevin Mckidd"," Chi McBride"
"The Collection",49,"Action & Adventure","Other",82,"R",2012,11,30,"Rotten",36,19419,44738,6.1,7500000,0,0,"Marcus Dunstan","Josh Stewart"," Emma Fitzpatrick"," Christopher McDonald"," Lee Tergesen"," Daniel Sharman"
"Nightmare Man",18,"Horror","Other",94,"R",2006,8,4,"Rotten",56,2275,2240,4,250000,0,0,"Rolfe Kanefsky","Tiffany Shepis"," Blythe Metz"," Luciano Szafir"," Hanna Putnam"," James Ferris"
"State Like Sleep",16,"Mystery & Suspense","The Orchard",104,"NR",2019,1,4,"Rotten",37,100,796,4.4,NA,0,0,"Meredith Danluck","Katherine Waterston"," Michael Shannon"," Luke Evans"," Michiel Huisman"," Mary Kay Place"
"Surviving the Game",48,"Action & Adventure","Sony Pictures",96,"R",1994,4,15,"Rotten",24,8007,10386,6.2,7400000,0,0,"Ernest R. Dickerson","Ice-T"," Rutger Hauer"," Charles S. Dutton"," Gary Busey"," F. Murray Abraham"
"Secretary",82,"Art House & International","Lionsgate Entertainment",112,"R",2002,9,20,"Certified-Fresh",76,60491,81824,7,4e+06,0,0,"Steven Shainberg","James Spader"," Maggie Gyllenhaal"," Jeremy Davies"," Lesley Ann Warren"," Stephen McHattie"
"The Sisterhood of the Traveling Pants 2",66,"Action & Adventure","Warner Bros",111,"PG-13",2008,8,6,"Fresh",66,188649,26655,6.2,2.7e+07,0,0,"Sanaa Hamri","Amber Tamblyn"," America Ferrera"," Blake Lively"," Alexis Bledel"," Jesse Williams"
"Twelve",32,"Drama","Other",94,"R",2010,8,6,"Rotten",3,13264,303,6.1,NA,0,0,"Joel Schumacher","Chace Crawford"," Rory Culkin"," Anthony Quarles"," 50 Cent"," Philip Ettinger"
"The Watcher",29,"Drama","Universal Pictures",96,"R",2000,9,8,"Rotten",11,21621,25538,5.3,3e+07,0,0,"Joe Charbanic","James Spader"," Keanu Reeves"," Marisa Tomei"," Ernie Hudson"," Chris Ellis"
"The Baby-Sitters Club",47,"Comedy","Sony Pictures",94,"PG",1995,8,18,"Fresh",67,9969,5323,5.8,6500000,0,0,"Melanie Mayron","Schuyler Fisk"," Rachael Leigh Cook"," Bre Blair"," Larisa Oleynik"," Tricia Joe"
"The Quick and the Dead",53,"Action & Adventure","Sony Pictures",105,"R",1995,2,10,"Rotten",59,65374,112,5.9,NA,0,0,"Sam Raimi","Sharon Stone"," Gene Hackman"," Russell Crowe"," Leonardo DiCaprio"," Tobin Bell"
"The Boy",38,"Drama","Other",105,"PG-13",2015,8,18,"Fresh",67,583,4525,5.5,NA,0,0,"Craig William Macneill","David Morse"," Rainn Wilson"," Jared Breeze"," Aiden Lovekamp"," David Valencia"
"The Uninvited",49,"Drama","Paramount Pictures",87,"PG-13",2009,1,30,"Rotten",32,659265,9550,7.3,NA,0,0,"The Guard Brothers","Emily Browning"," Arielle Kebbel"," David Strathairn"," Elizabeth Banks"," Maya Massar"
"Going the Distance",52,"Comedy","New Line Cinema",98,"R",2010,9,3,"Rotten",54,57438,56184,6.3,3.2e+07,0,0,"Nanette Burstein","Drew Barrymore"," Justin Long"," Charlie Day"," Jason Sudeikis"," Christina Applegate"
"Bottle Rocket",80,"Comedy","Columbia Pictures",91,"R",1996,2,23,"Certified-Fresh",85,61560,68528,7,7e+06,0,0,"Wes Anderson","Owen Wilson"," Luke Wilson"," Robert Musgrave"," Ned Dowd"," Lumi Cavazos"
"Lazy Susan",47,"Comedy","Other",90,"NR",2020,4,3,"Rotten",10,34,392,5.2,NA,0,0,"Nick Peet","Sean Hayes"," Carrie Aizley"," Margo Martindale"," Jim Rash"," Kiel Kennedy"
"Bringing Down the House",49,"Comedy","Touchstone Pictures",105,"PG-13",2003,3,7,"Rotten",34,379173,34433,5.6,3.3e+07,0,0,"Adam Shankman","Steve Martin"," Queen Latifah"," Eugene Levy"," Joan Plowright"," Jean Smart"
"Dead Awake",17,"Horror","Other",99,"NR",2017,5,12,"Rotten",20,193,1324,4.5,3500000,0,0,"Phillip Guzman","Jocelin Donahue"," Jesse Bradford"," Lori Petty"," Brea Grant"," Jesse Borrego"
"The Lightkeepers",47,"Comedy","Other",96,"PG",2010,3,19,"Rotten",20,203,672,5.5,4500000,0,1,"Daniel Adams","Richard Dreyfuss"," Blythe Danner"," Tom Wisdom"," Mamie Gummer"," Bruce Dern"
"Catfight",43,"Comedy","Other",96,"NR",2017,3,3,"Fresh",73,1152,5188,5.8,350000,0,0,"Onur Tukel","Sandra Oh"," Anne Heche"," Alicia Silverstone"," Tituss Burgess"," Amy Hill"
"Barbershop 2: Back in Business",48,"Comedy","MGM",106,"PG-13",2004,1,20,"Fresh",68,73598,14025,5.7,3e+07,0,0,"Kevin Rodney Sullivan","Ice Cube"," Cedric the Entertainer"," Sean Patrick Thomas"," Eve"," Harry J. Lennix"
"The Emoji Movie",37,"Animation","Sony Pictures",86,"PG",2017,7,28,"Rotten",7,25303,54055,3.3,5e+07,0,0,"Anthony Leondis","T.J. Miller"," James Corden"," Anna Faris"," Maya Rudolph"," Steven Wright"
"Best in Show",89,"Comedy","Warner Bros",90,"PG-13",2000,9,29,"Certified-Fresh",94,56472,54465,7.4,1e+07,0,0,"Christopher Guest","Christopher Guest"," Parker Posey"," Michael Hitchcock"," Eugene Levy"," Catherine O'Hara"
"Motherhood",16,"Comedy","Freestyle Releasing",89,"PG-13",2009,10,23,"Rotten",20,3400,4322,4.6,5e+06,0,0,"Katherine Dieckmann","Uma Thurman"," Anthony Edwards"," Minnie Driver"," Matthew Schallipp"," Matthew Shallipp"
"Chaos Theory",58,"Comedy","Warner Bros",88,"PG-13",2008,4,11,"Rotten",31,12615,31317,6.7,NA,0,0,"Marcos Siega","Ryan Reynolds"," Emily Mortimer"," Stuart Townsend"," Sarah Chalke"," Chris William Martin"
"17 Again",67,"Comedy","New Line Cinema",102,"PG-13",2009,4,17,"Rotten",56,466035,176232,6.3,2e+07,0,0,"Burr Steers","Zac Efron"," Leslie Mann"," Thomas Lennon"," Sterling Knight"," Michelle Trachtenberg"
"Wild Hearts Can't Be Broken",89,"Action & Adventure","Unknown",88,"G",1991,5,24,"Fresh",73,16727,4707,7.2,NA,0,0,"Steve Miner","Gabrielle Anwar"," Cliff Robertson"," Michael Schoeffling"," Dylan Kussman"," Frank Renzulli"
"Europa Report",57,"Mystery & Suspense","Magnolia Pictures",89,"PG-13",2013,8,2,"Certified-Fresh",81,17563,66390,6.4,NA,0,0,"Sebastián Cordero","Sharlto Copley"," Michael Nyqvist"," Christian Camargo"," Embeth Davidtz"," Dan Fogler"
"Transformers: Dark of the Moon",55,"Action & Adventure","Paramount Pictures",154,"PG-13",2011,6,29,"Rotten",35,257637,380021,6.2,1.95e+08,0,0,"Michael Bay","Shia LaBeouf"," Josh Duhamel"," John Turturro"," Tyrese Gibson"," Rosie Huntington-Whiteley"
"Amazing Grace",81,"Documentary","Other",87,"G",2019,4,5,"Certified-Fresh",99,331,195,6,NA,0,0,"","Aretha Franklin"," C.L. Franklin"," Rev. James Cleveland"," Bernard Pretty Purdie"," Alonzo Atkins"
"Gospel Hill",36,"Drama","20th Century Fox",99,"NR",2008,2,9,"Rotten",33,609,868,5.4,6e+06,0,0,"Giancarlo Esposito","Danny Glover"," Angela Bassett"," Julia Stiles"," Giancarlo Esposito"," Samuel L. Jackson"
"Four Brothers",80,"Action & Adventure","Paramount Pictures",108,"R",2005,8,12,"Rotten",52,392338,132163,6.8,4.5e+07,0,0,"John Singleton","Mark Wahlberg"," Tyrese Gibson"," André Benjamin"," Garrett Hedlund"," Terrence Howard"
"Middle Men",56,"Comedy","Paramount Pictures",105,"R",2010,8,6,"Rotten",40,19282,36283,6.8,2e+07,0,0,"George Gallo","Luke Wilson"," Giovanni Ribisi"," Gabriel Macht"," James Caan"," Jacinda Barrett"
"Sex Tape",33,"Comedy","Sony Pictures",94,"R",2014,7,18,"Rotten",16,51870,105883,5.1,4e+07,0,0,"Jake Kasdan","Jason Segel"," Cameron Diaz"," Rob Corddry"," Ellie Kemper"," Rob Lowe"
"Happiness",89,"Comedy","Other",139,"NR",1998,10,16,"Certified-Fresh",81,41739,65435,7.7,2200000,0,0,"Todd Solondz","Jane Adams"," Jon Lovitz"," Philip Seymour Hoffman"," Dylan Baker"," Lara Flynn Boyle"
"Tully",75,"Comedy","Focus Features",94,"R",2018,5,4,"Certified-Fresh",87,3668,1850,7.2,NA,0,1,"Jason Reitman","Charlize Theron"," Mackenzie Davis"," Mark Duplass"," Ron Livingston"," Emily Haine"
"Hide",51,"Action & Adventure","Other",90,"R",2008,12,17,"Fresh",83,313,188,2.5,250000,0,0,"K.C. Bascombe","Christian Kane"," Rachel Miner"," Polly Shannon"," Beth Grant",NA
"Mona Lisa Smile",60,"Comedy","Sony Pictures",117,"PG-13",2003,12,19,"Rotten",34,208232,76236,6.5,6.5e+07,0,1,"Mike Newell","Julia Roberts"," Kirsten Dunst"," Julia Stiles"," Maggie Gyllenhaal"," Ginnifer Goodwin"
"My Giant",25,"Comedy","Warner Bros",103,"PG",1998,4,10,"Rotten",19,8943,6521,5,NA,0,0,"Michael Lehmann","Billy Crystal"," Kathleen Quinlan"," Gheorghe Muresan"," Joanna Pacula"," Zane Carney"
"World Trade Center",60,"Drama","Paramount Pictures",129,"PG-13",2006,8,9,"Fresh",67,363593,76697,5.9,6.5e+07,1,1,"Oliver Stone","Nicolas Cage"," Michael Peña"," Maggie Gyllenhaal"," Maria Bello"," Stephen Dorff"
"Small Soldiers",45,"Action & Adventure","Other",110,"PG-13",1998,7,10,"Rotten",48,123482,90196,6.2,4e+07,0,0,"Joe Dante","Gregory Smith"," Denis Leary"," Phil Hartman"," David Cross"," Jay Mohr"
"The Great Buck Howard",49,"Comedy","Other",90,"PG",2009,3,20,"Fresh",71,32205,13403,6.4,NA,0,0,"Sean McGinly","John Malkovich"," Colin Hanks"," Emily Blunt"," Steve Zahn"," Griffin Dunne"
"Whispers in the Dark",34,"Drama","Paramount Pictures",103,"R",1992,1,1,"Rotten",33,1143,1950,5.5,1.8e+07,0,0,"Christopher Crowe","Annabella Sciorra"," Jamey Sheridan"," Anthony LaPaglia"," Jill Clayburgh"," John Leguizamo"
"Underworld",79,"Action & Adventure","Sony Pictures",121,"R",2003,9,19,"Rotten",31,495941,2545,7.6,NA,0,0,"Len Wiseman","Kate Beckinsale"," Scott Speedman"," Michael Sheen"," Shane Brolly"," Bill Nighy"
"The Baytown Outlaws",54,"Comedy","Other",98,"R",2013,1,11,"Rotten",22,4684,13618,6.4,4e+06,0,0,"Barry Battles","Billy Bob Thornton"," Eva Longoria"," Thomas Sangster"," Clayne Crawford"," Michael Rapaport"
"Songs My Brothers Taught Me",66,"Drama","Other",101,"NR",2016,3,2,"Fresh",91,451,865,6.9,NA,0,0,"Chloé Zhao","John Reddy"," Jashaun St. John"," Irene Bedard"," Taysha Fuller"," Eleonore Hendricks"
"Together",89,"Art House & International","IFC Films",106,"R",2001,8,24,"Certified-Fresh",90,7756,155,5.9,NA,0,0,"Lukas Moodysson","Lisa Lindgren"," Michael Nyqvist"," Emma Samuelsson"," Sam Kessel"," Gustaf Hammarsten"
"The Rewrite",42,"Comedy","Other",107,"NR",2015,2,13,"Fresh",66,5036,18102,6.2,NA,0,0,"Marc Lawrence","Hugh Grant"," Marisa Tomei"," Bella Heathcote"," Allison Janney"," J.K. Simmons"
"Lowlife",67,"Comedy","IFC Films",96,"NR",2018,4,6,"Fresh",91,736,1990,6.2,NA,0,0,"Ryan Prows","Nicki Micheaux"," Mark Burnham"," Ricardo Adam Zarate"," Jon Oswald"," Santana Dempsey"
"The Magic of Belle Isle",62,"Comedy","Magnolia Pictures",109,"PG",2012,7,6,"Rotten",29,3874,17246,7,NA,0,0,"Rob Reiner","Morgan Freeman"," Virginia Madsen"," Madeleine Carroll"," Emma Fuhrmann"," Fred Willard"
"Fathers' Day",25,"Comedy","Warner Bros",98,"PG-13",1997,5,9,"Rotten",25,17060,14512,5.3,8.5e+07,0,0,"Ivan Reitman","Robin Williams"," Billy Crystal"," Julia Louis-Dreyfus"," Nastassja Kinski"," Charlie Hofheimer"
"Stay",70,"Drama","20th Century Fox",98,"R",2005,10,21,"Rotten",27,73137,73454,6.8,5e+07,0,0,"Marc Forster","Ewan McGregor"," Ryan Gosling"," Naomi Watts"," Kate Burton"," Bob Hoskins"
"The Art of Being Straight",31,"Comedy","Other",71,"NR",2008,6,20,"Rotten",38,324,627,4.9,NA,0,0,"Jesse Rosen","Jesse Rosen"," Rachel Castillo"," Jared Grey"," Johnny Ray Rodriguez"," Péter Scherer"
"Down to the Bone",71,"Drama","Other",101,"R",2005,11,25,"Fresh",94,26473,2113,6.7,NA,0,0,"Debra Granik","Vera Farmiga"," Hugh Dillon"," Clint Jordan"," Caridad 'La Bruja' De La Luz"," Caridad De La Luz"
"Beer for My Horses",62,"Comedy","Roadside Attractions",93,"PG-13",2008,8,8,"Rotten",0,5799,1707,4.8,NA,0,0,"Michael Salomon","Toby Keith"," Rodney Carrington"," Ted Nugent"," Claire Forlani"," Tom Skerritt"
"Michael Clayton",69,"Drama","Warner Bros",120,"R",2007,10,12,"Certified-Fresh",91,299971,154215,7.2,2.5e+07,0,0,"Tony Gilroy","George Clooney"," Tilda Swinton"," Tom Wilkinson"," Sydney Pollack"," Michael O'Keefe"
"Nostalgia",46,"Drama","Other",114,"R",2018,2,16,"Rotten",39,104,1010,5.5,NA,0,0,"Mark Pellington","Jon Hamm"," Catherine Keener"," Bruce Dern"," Ellen Burstyn"," John Ortiz"
"Boyhood",81,"Drama","IFC Films",165,"R",2014,7,11,"Certified-Fresh",97,89725,330806,7.9,4e+06,0,0,"Richard Linklater","Ellar Coltrane"," Patricia Arquette"," Ethan Hawke"," Lorelei Linklater"," Elijah Smith"
"The Lucky One",67,"Drama","Warner Bros",101,"PG-13",2012,4,20,"Rotten",20,193821,99629,6.5,2.5e+07,0,0,"Scott Hicks","Zac Efron"," Taylor Schilling"," Blythe Danner"," Riley Thomas Stewart"," Jay R. Ferguson"
"Marjorie Prime",62,"Drama","Other",99,"NR",2017,8,18,"Certified-Fresh",90,1472,5508,6.3,NA,0,0,"Michael Almereyda","Jon Hamm"," Geena Davis"," Lois Smith"," Tim Robbins"," Stephanie Andujar"
